error as a function of alpha_bar(-5,-3,0.04), sigma(-4.5,-2.5,0.04), eta = 10^-5
-3.751012804726381	-3.747277938292211	-3.7450694969658036	-3.7437068016684525	-3.7428328656610748	-3.742252478259491	-3.7418547066867416	-3.741574244170357	-3.7413713772398376	-3.7412212265305906	-3.7411077740039405	-3.7410204444770625	-3.740952092957639	-3.740897788170854	-3.7408540592045374	-3.7408184183521334	-3.7407890525126586	-3.7407646195053363	-3.740744111434311	-3.740726761229039	-3.740711977808103	-3.740699300434885	-3.740688366045645	-3.740678885691112	-3.7406706272280603	-3.740663402511404	-3.7406570578009286	-3.740651466503121	-3.7406465236269706	-3.740642141510593	-3.7406382464990164	-3.7406347763405168	-3.740631678130233	-3.7406289066742135	-3.740626423178811	-3.740624194193748	-3.740622190754431	-3.740620387681596	-3.7406187630062746	-3.7406172974949183	-3.7406159742552365	-3.7406147784072736	-3.740613696807736	-3.740612717817625	-3.740611831105792	-3.7406110274818594	-3.7406102987537557	-3.7406096376055573	-3.7406090374925713	-3.740608492550635	-3.7406079975176576
-3.757631826546893	-3.751012810166354	-3.747277942159975	-3.7450694998442215	-3.743706803899866	-3.742832867454728	-3.74225247974799	-3.741854707956907	-3.7415742452807392	-3.741371378230979	-3.741221227431243	-3.741107774834929	-3.7410204452537617	-3.740952093691584	-3.7408977888708357	-3.74085405987733	-3.740818419003034	-3.7407890531458303	-3.740764620124088	-3.740744112041294	-3.7407267618263824	-3.740711978397534	-3.740699301017806	-3.7406883666232016	-3.7406788862642375	-3.740670627797525	-3.7406634030778387	-3.7406570583648544	-3.740651467064968	-3.740646524187093	-3.7406421420692846	-3.74063824705652	-3.7406347768970356	-3.740631678685931	-3.740628907229232	-3.740626423733263	-3.7406241947477334	-3.7406221913080224	-3.7406203882348623	-3.7406187635592687	-3.74061729804769	-3.740615974807821	-3.740614778959711	-3.7406136973600357	-3.7406127183698197	-3.740611831657896	-3.7406110280338907	-3.7406102993057226	-3.740609638157475	-3.740609038044448	-3.7406084931024703
-3.7699761519052744	-3.7576318353722913	-3.751012816131164	-3.747277946400893	-3.7450695030003436	-3.7437068063465633	-3.7428328694214357	-3.7422524813800955	-3.7418547093496155	-3.741574246498246	-3.7413713793177434	-3.741221228418787	-3.74110777574609	-3.7410204461053995	-3.740952094496338	-3.7408977896383466	-3.7408540606150353	-3.7408184197167316	-3.7407890538400896	-3.7407646208025365	-3.740744112706838	-3.7407267624813567	-3.7407119790438395	-3.7406993016569703	-3.7406883672564795	-3.7406788868926593	-3.740670628421931	-3.740663403698921	-3.740657058983188	-3.740651467681023	-3.740646524801258	-3.740642142681878	-3.740638247667811	-3.740634777507242	-3.740631679295247	-3.740628907837796	-3.740626424341209	-3.7406241953551636	-3.740622191915026	-3.7406203888415033	-3.740618764165619	-3.740617298653794	-3.7406159754137174	-3.740614779565439	-3.7406136979656184	-3.740612718975284	-3.740611832263266	-3.7406110286391803	-3.7406102999109425	-3.7406096387626397	-3.7406090386495605
-3.7942905091400716	-3.769976167042919	-3.7576318450491524	-3.7510128226714547	-3.74727795105097	-3.745069506460966	-3.743706809029315	-3.7428328715778862	-3.7422524831696675	-3.7418547108766913	-3.7415742478332206	-3.741371380509356	-3.7412212295016114	-3.7411077767451637	-3.741020447039195	-3.7409520953787334	-3.740897790479911	-3.740854061423916	-3.7408184204992843	-3.7407890546013283	-3.740764621546441	-3.7407441134365915	-3.740726763199527	-3.7407119797524953	-3.740699302357797	-3.740688367950857	-3.7406788875817085	-3.7406706291065794	-3.7406634043799256	-3.7406570596611752	-3.74065146835651	-3.7406465254746717	-3.740642143353575	-3.7406382483380796	-3.7406347781763274	-3.74063167996334	-3.740628908505076	-3.7406264250078087	-3.740624196021198	-3.740622192580587	-3.7406203895066796	-3.7406187648304696	-3.740617299318375	-3.740615976078068	-3.7406147802296084	-3.7406136986296348	-3.7406127196391705	-3.7406118329270446	-3.7406110293028676	-3.7406103005745575	-3.740609639426189
-3.8449426007986127	-3.794290536721401	-3.7699761836410093	-3.7576318556596173	-3.7510128298427285	-3.747277956149672	-3.745069510255462	-3.743706811970893	-3.742832873942386	-3.7422524851318912	-3.7418547125510933	-3.741574249296985	-3.741371381815933	-3.7412212306888994	-3.7411077778406168	-3.741020448063082	-3.7409520963462652	-3.740897791402666	-3.740854062310828	-3.740818421357337	-3.7407890554360095	-3.740764622362113	-3.7407441142367515	-3.7407267639869777	-3.740711980529516	-3.7406993031262408	-3.740688368712224	-3.7406788883372357	-3.740670629857278	-3.7406634051266336	-3.7406570604045744	-3.740651469097169	-3.740646526213056	-3.7406421440900695	-3.740638249073014	-3.740634778909956	-3.740631680695891	-3.740628909236731	-3.740626425738716	-3.740624196751485	-3.7406221933103674	-3.740620390236028	-3.74061876555946	-3.740617300047064	-3.740615976806517	-3.7406147809578525	-3.7406136993577093	-3.7406127203671025	-3.740611833654858	-3.7406110300305837	-3.7406103013021887
-3.956019173886385	-3.8449426543641105	-3.7942905669637295	-3.769976201840459	-3.7576318672937603	-3.7510128377058836	-3.7472779617402914	-3.7450695144160413	-3.7437068151962722	-3.7428328765350094	-3.742252487283428	-3.74185471438704	-3.741574250901974	-3.74137138324857	-3.741221231990742	-3.741107779041765	-3.741020449185754	-3.7409520974071406	-3.740897792414444	-3.7408540632833147	-3.7408184222981715	-3.7407890563512187	-3.740764623256482	-3.740744115114107	-3.7407267648504052	-3.7407119813815064	-3.7406993039688192	-3.7406883695470468	-3.7406788891656553	-3.7406706306804076	-3.7406634059453845	-3.7406570612196965	-3.740651469909285	-3.7406465270226805	-3.7406421448976257	-3.7406382498788493	-3.740634779714373	-3.740631681499122	-3.7406289100389762	-3.740626426540144	-3.7406241975522367	-3.7406221941105464	-3.740620391035745	-3.7406187663587773	-3.740617300846063	-3.7406159776052452	-3.740614781756348	-3.7406137001560262	-3.7406127211652644	-3.7406118344528902	-3.740611030828509
-4.207648906763648	-3.9560192847293503	-3.8449427130975082	-3.794290600123786	-3.7699762217957558	-3.7576318800503477	-3.7510128463276593	-3.747277967870282	-3.745069518978031	-3.743706818732827	-3.7428328793777643	-3.7422524896425386	-3.7418547164001166	-3.7415742526618154	-3.7413713848194226	-3.7412212334181745	-3.741107780358796	-3.741020450416742	-3.740952098570366	-3.7408977935238394	-3.7408540643496258	-3.7408184233297765	-3.7407890573547293	-3.740764624237142	-3.740744116076109	-3.740726765797135	-3.740711982315694	-3.740699304892688	-3.7406883704624145	-3.7406788900740007	-3.7406706315829483	-3.7406634068431233	-3.7406570621134603	-3.740651470799752	-3.740646527910418	-3.7406421457830925	-3.740638250762436	-3.7406347805963938	-3.740631682379847	-3.7406289109186233	-3.740626427418892	-3.7406241984302393	-3.740622194987933	-3.7406203919126146	-3.740618767235227	-3.7406173017221476	-3.740615978481035	-3.7406147826318987	-3.7406137010313656	-3.740612722040434	-3.7406118353279187
-4.772686798501772	-4.207649149090722	-3.9560194062662446	-3.8449427774974	-3.7942906364830566	-3.769976243676305	-3.757631894037664	-3.751012855781249	-3.747277974591687	-3.745069523980149	-3.743706822610582	-3.7428328824947816	-3.742252492229256	-3.741854718607412	-3.7415742545914314	-3.741371386541826	-3.7412212349833296	-3.741107781802888	-3.7410204517664885	-3.740952099845817	-3.7408977947402673	-3.740854065518808	-3.7408184244609113	-3.7407890584550545	-3.74076462531241	-3.7407441171309266	-3.7407267668352007	-3.7407119833400104	-3.7406993059056934	-3.740688371466092	-3.7406788910699844	-3.7406706325725674	-3.740663407827477	-3.740657063093453	-3.7406514717761326	-3.740646528883797	-3.740642146753986	-3.7406382517312675	-3.7406347815635077	-3.740631683345538	-3.740628911883131	-3.7406264283824227	-3.7406241993929488	-3.7406221959499657	-3.7406203928740815	-3.740618768196225	-3.7406173026827583	-3.740615979441324	-3.7406147835919126	-3.7406137019911556	-3.740612723000035
-5.905534903237745	-4.77268734695054	-4.207649414797082	-3.9560195395288065	-3.8449428481104793	-3.7942906763502133	-3.769976267667852	-3.7576319093744535	-3.7510128661469038	-3.747277981961558	-3.745069529464865	-3.74370682686246	-3.7428328859125264	-3.742252495065529	-3.7418547210276643	-3.741574256707223	-3.7413713884304083	-3.7412212366994884	-3.7411077833863082	-3.741020453246457	-3.7409521012443214	-3.740897796074053	-3.7408540668007912	-3.7408184257011743	-3.7407890596615374	-3.7407646264914196	-3.740744118287509	-3.7407267679734186	-3.740711984463154	-3.7406993070164267	-3.7406883725666042	-3.740678892162054	-3.740670633657663	-3.7406634089067947	-3.740657064167994	-3.740651472846708	-3.740646529951091	-3.740642147818552	-3.7406382527935693	-3.740634782623932	-3.7406316844044016	-3.740628912940698	-3.7406264294389096	-3.7406242004485435	-3.7406221970048152	-3.7406203939283116	-3.7406187692499318	-3.7406173037360504	-3.7406159804942485	-3.7406147846445514	-3.740613703043543
-6.053310052741089	-5.905535972985692	-4.7726879483126945	-4.207649706138315	-3.9560196856482968	-3.8449429255361784	-3.7942907200636773	-3.7699762939740573	-3.7576319261909084	-3.7510128775126184	-3.747277990042462	-3.7450695354787333	-3.743706831524546	-3.742832889659993	-3.74225249817545	-3.741854723681412	-3.741574259027136	-3.741371390501195	-3.741221238581218	-3.74110778512249	-3.7410204548692088	-3.7409521027777495	-3.740897797536519	-3.7408540682064637	-3.740818427061098	-3.7407890609844197	-3.7407646277841784	-3.740744119555675	-3.74072676922145	-3.7407119856946522	-3.7406993082343276	-3.740688373773286	-3.740678893359486	-3.7406706348474428	-3.7406634100902503	-3.740657065346201	-3.740651474020574	-3.740646531121354	-3.7406421489858284	-3.74063825395836	-3.7406347837866623	-3.7406316855654196	-3.740628914100295	-3.7406264305973274	-3.740624201605975	-3.7406221981614327	-3.740620395084251	-3.7406187704053124	-3.7406173048909492	-3.740615981648764	-3.7406147857987393
-4.697390667616823	-6.053309227763051	-5.9055371459406345	-4.772688607693225	-4.207650025587638	-3.956019845865133	-3.8449430104317757	-3.7942907679945375	-3.76997632281824	-3.7576319446297846	-3.7510128899748763	-3.747277998902997	-3.7450695420728093	-3.7437068366364237	-3.7428328937690396	-3.742252501585403	-3.741854726591194	-3.7415742615708742	-3.7413713927717684	-3.741221240644493	-3.741107787026179	-3.7410204566485206	-3.7409521044591227	-3.740897799140083	-3.740854069747746	-3.740818428552224	-3.7407890624349305	-3.740764629201659	-3.7407441209461907	-3.740726770589887	-3.7407119870449663	-3.7406993095697234	-3.740688375096395	-3.740678894672442	-3.7406706361520117	-3.740663411387877	-3.740657066638084	-3.74065147530769	-3.740646532404519	-3.7406421502657126	-3.740638255235529	-3.740634785061571	-3.740631686838453	-3.7406289153717696	-3.7406264318675038	-3.7406242028750785	-3.7406221994296334	-3.740620396351712	-3.740618771672149	-3.7406173061572767	-3.740615982914665
-3.812001758640598	-4.697389850539124	-6.053308323191856	-5.905538432059708	-4.772689330689641	-4.207650375856863	-3.956020021539408	-3.84494310351794	-3.794290820549681	-3.7699763544452534	-3.757631964847609	-3.7510129036394657	-3.747278008618376	-3.7450695493030604	-3.7437068422414868	-3.7428328982744867	-3.7422525053243425	-3.741854729781704	-3.741574264360022	-3.741371395261404	-3.7412212429068314	-3.7411077891135265	-3.741020458599504	-3.7409521063027125	-3.7408978008983533	-3.740854071437732	-3.740818430187209	-3.740789064025383	-3.7407646307558964	-3.740744122470862	-3.740726772090351	-3.740711988525554	-3.7406993110339655	-3.740688376547152	-3.7406788961120725	-3.7406706375824412	-3.740663412810697	-3.7406570680546047	-3.7406514767189876	-3.740646533811479	-3.7406421516690838	-3.7406382566359118	-3.7406347864594807	-3.7406316882343047	-3.7406289167659104	-3.740626433260222	-3.7406242042666182	-3.740622200820196	-3.7406203977414556	-3.7406187730612213	-3.7406173075457856
-3.222091188101894	-3.8120012164271633	-4.697388954632062	-6.053307331348315	-5.905539842260704	-4.772690123439517	-4.207650759919449	-3.9560202141624203	-3.8449432055848978	-3.79429087817525	-3.769976389123591	-3.7576319870160133	-3.751012918622395	-3.7472780192711035	-3.745069557230896	-3.7437068483873146	-3.742832903214627	-3.7422525094240133	-3.74185473328003	-3.7415742674182675	-3.741371397991232	-3.741221245387432	-3.7411077914022637	-3.741020460738709	-3.7409521083241644	-3.7408978028262596	-3.7408540732907634	-3.7408184319799362	-3.740789065769283	-3.7407646324600803	-3.740744124142633	-3.7407267737355774	-3.7407119901489843	-3.740699312639461	-3.740688378137875	-3.7406788976905925	-3.7406706391508804	-3.740663414370792	-3.740657069607787	-3.7406514782664386	-3.7406465353541862	-3.740642153207846	-3.740638258171404	-3.7406347879922595	-3.740631689764825	-3.74062891829456	-3.7406264347873144	-3.740624205792411	-3.7406222023449143	-3.740620399265278	-3.7406187745843043
-2.794044185633051	-3.222090802918913	-3.8120006219025404	-4.697387972290496	-6.053306243812408	-5.905541388514706	-4.772690992672521	-4.207651181035703	-3.9560204253693496	-3.84494331749908	-3.794290941360425	-3.7699764271476153	-3.757632011323178	-3.7510129350508628	-3.7472780309515357	-3.745069565923563	-3.743706855126074	-3.7428329086313905	-3.742252513919211	-3.7418547371158692	-3.7415742707715625	-3.741371400984429	-3.741221248107362	-3.7411077939118105	-3.7410204630843005	-3.7409521105406456	-3.7408978049401638	-3.740854075322573	-3.740818433945622	-3.740789067681426	-3.7407646343286833	-3.740744125975693	-3.7407267755395304	-3.7407119919290417	-3.740699314399865	-3.7406883798820663	-3.740678899421408	-3.740670640870641	-3.740663416081398	-3.7406570713108147	-3.740651479963192	-3.740646537045726	-3.7406421548950712	-3.740638259855043	-3.740634789672916	-3.7406316914430073	-3.740628919970687	-3.7406264364617363	-3.7406242074654132	-3.7406222040167347	-3.7406204009361157
-2.463181075983967	-2.79404389325145	-3.2220903805745595	-3.8119999700199285	-4.697386895175557	-6.053305051351622	-5.905543083947761	-4.7726919457676615	-4.2076516427805295	-3.9560206569531586	-3.8449434402105562	-3.7942910106415986	-3.769976468840144	-3.7576320379754833	-3.7510129530642877	-3.7472780437589197	-3.7450695754549037	-3.7437068625149847	-3.7428329145707475	-3.742252518848099	-3.741854741321773	-3.7415742744483786	-3.7413714042664057	-3.7412212510897014	-3.741107796663476	-3.741020465656195	-3.7409521129709686	-3.7408978072580163	-3.7408540775504098	-3.740818436100951	-3.7407890697780526	-3.7407646363775684	-3.7407441279856033	-3.7407267775175255	-3.7407119938808395	-3.740699316330099	-3.7406883817945364	-3.7406789013192108	-3.7406706427563146	-3.7406634179570424	-3.7406570731781517	-3.740651481823643	-3.7406465389004673	-3.7406421567450687	-3.7406382617011125	-3.740634791515721	-3.7406316932831003	-3.740628921808523	-3.7406264382976984	-3.740624209299824	-3.740622205849852
