error as a function of alpha_bar, sigma, eta = 10^-4
-1.7366350071848131	-2.022431819321437	-2.3976548431017632	-2.9145054142074143	-3.678781559017216	-4.9069545375279136	-5.811545227055491	-4.732366559361683	-4.093984929820252	-3.812298860787914	-3.6848698776252555	-3.6237584764120383	-3.5924616473990767	-3.5753815551734185	-3.5655017605904598	-3.5594817648819883	-3.555640878913867	-3.5530890000597544	-3.5513321539855065	-3.5500843488541154	-3.5491735551825	-3.548492660678113	-3.5479728603603933	-3.5475686910458433	-3.5472493337903663	-3.54699340504415	-3.546785750258052	-3.5466154196739574	-3.5464743605132916	-3.5463565537653214	-3.546257433148651	-3.546173486794543	-3.546101979570278	-3.546040756450294	-3.545988101240831	-3.545942633691212	-3.5459032336073517	-3.545868984214036	-3.5458391294109592	-3.545813041175071	-3.5457901944545096	-3.545770147651453	-3.5457525273153854	-3.545737016037608	-3.5457233428013577	-3.5457112752309694	-3.5457006133218	-3.5456911843331294	-3.545682838601338	-3.5456754460864865	-3.5456688935069747	-3.5456630819491437	-3.5456579248624633	-3.5456533463701443	-3.545649279838644	-3.545645666661304	-3.545642455219789	-3.545639599994238	-3.5456370607975707	-3.545634802115341	-3.545632792534071
-1.6874257861303203	-1.9592715671737848	-2.313443147079485	-2.7959222379419977	-3.497634907665618	-4.613049034756221	-5.865677110646564	-4.930430857124144	-4.1837472449507445	-3.851983710965005	-3.703265958028474	-3.6328472926907502	-3.5972550472964	-3.5780689333206728	-3.567093967079699	-3.560472610761295	-3.556284830485688	-3.5535237843422816	-3.5516357131543015	-3.550302606684153	-3.5493345736185318	-3.5486141607729387	-3.5480663710895115	-3.5476419180740995	-3.5473075551319635	-3.547040317383844	-3.546823995905264	-3.546646922702721	-3.5465005460275965	-3.546378493887057	-3.5462759460902826	-3.5461892052779196	-3.5461153988536553	-3.5460522685547926	-3.54599801968777	-3.5459512116175342	-3.545910677195769	-3.545875462764991	-3.545844782978206	-3.545817986413573	-3.54579452914243	-3.5457739542188027	-3.5457558756213405	-3.5457399655744495	-3.545725944456978	-3.545713572708868	-3.5457026442931103	-3.5456929813775484	-3.545684429980571	-3.5456768563837096	-3.5456701441587075	-3.545664191689876	-3.5456589100984326	-3.5456542214948525	-3.545650057500494	-3.545646357991661	-3.5456430700279373	-3.5456401469346206	-3.5456375475140773	-3.545635235365658	-3.5456331782976305
-1.6404465535658632	-1.8993448857362065	-2.2342355442859	-2.6857889193212583	-3.332546979804313	-4.343357490555518	-5.7559787189913605	-5.15438027643713	-4.2896324153092955	-3.8985733470748483	-3.7246155423932077	-3.6432573275605753	-3.602675272132395	-3.581072154780896	-3.5688546256690326	-3.5615580885197455	-3.5569844937463575	-3.5539927755120617	-3.551961081289811	-3.5505352458987933	-3.5495053663899507	-3.5487424864747146	-3.548164765646196	-3.5477187168086846	-3.547368440489281	-3.547089252252301	-3.546863801791826	-3.546679646818608	-3.546527699710725	-3.54640121071152	-3.5462950887737725	-3.5462054392591407	-3.5461292437776244	-3.5460641348562127	-3.5460082349595807	-3.545960039871591	-3.545918333107907	-3.5458821223341332	-3.5458505915901033	-3.5458230650042895	-3.5457989789554145	-3.5457778605104004	-3.545759310572412	-3.5457429905971467	-3.5457286120367306	-3.5457159278862402	-3.5457047258643923	-3.545694822874051	-3.545686060472575	-3.545678301144426	-3.545671425215885	-3.545665328286456	-3.545659919079354	-3.545655117633349	-3.5456508537746187	-3.545647065819581	-3.5456436994691543	-3.5456407068623386	-3.5456380457637793	-3.5456356788631416	-3.545633573169978
-1.5955508220054098	-1.8424062490397044	-2.15958561306554	-2.58320034243811	-3.181452615574228	-4.099037578853431	-5.516629517197703	-5.396171393497289	-4.414399666846968	-3.953365485398619	-3.749455702755067	-3.655212225007044	-3.6088195920718937	-3.5844359302672455	-3.570805479612283	-3.562749352217088	-3.5577458789606853	-3.554499360300396	-3.5523102456244784	-3.5507834760422208	-3.549686694481999	-3.54887813113334	-3.548268372687452	-3.547799311668244	-3.5474321465898795	-3.547140321372001	-3.5469052490660458	-3.546713651983432	-3.5465558665733075	-3.546424738518766	-3.5463148876568766	-3.5462222094107276	-3.5461435306782008	-3.546076368399148	-3.5460187575733233	-3.545969127008245	-3.545926208359674	-3.545888968718809	-3.5458565600704226	-3.545828280986578	-3.545803547295824	-3.5457818694074965	-3.5457628346205525	-3.545746093201717	-3.545731347339727	-3.5457183423131426	-3.545706859375657	-3.545696709984644	-3.5456877310878174	-3.545679781249593	-3.545672737448291	-3.5456664924129546	-3.5456609523966045	-3.5456560353053352	-3.545651669118382	-3.5456477905482227	-3.545644343899191	-3.5456412800917345	-3.5456385558246177	-3.5456361328537875	-3.5456339773692673
-1.5526053560806505	-1.7882355506683474	-2.089100179991158	-2.487379318632972	-3.0425985053548237	-3.8783719325121813	-5.2164571266538085	-5.63194810580757	-4.5610194219372255	-4.017898328707594	-3.7784280728596737	-3.668977715028305	-3.6158024119611603	-3.5882122528142903	-3.57297153424651	-3.5640590971044674	-3.5585757623352565	-3.5550473243322442	-3.55268541025631	-3.551048629256606	-3.549879390726858	-3.549021631555799	-3.548377547954805	-3.5478839444331087	-3.547498841542343	-3.5471936441052767	-3.5469484241122133	-3.5467490018165524	-3.5465850942264154	-3.546449113468011	-3.546335370575896	-3.5462395374307287	-3.546158276664341	-3.546088982817805	-3.546029598500978	-3.545978481937073	-3.5459343102463463	-3.5458960079384267	-3.545862693421007	-3.5458336385437734	-3.5458082376833415	-3.5457859838876025	-3.545766450297258	-3.545749275550311	-3.5457341522203905	-3.5457208175861066	-3.5457090462061984	-3.5456986439046863	-3.545689442865242	-3.5456812976044967	-3.5456740816466734	-3.545667684761463	-3.5456620106571375	-3.5456569750440314	-3.5456525040009867	-3.545648532590948	-3.545645003682858	-3.5456418669449596	-3.5456390779815647	-3.545636597589882	-3.5456343911187496
-1.5114886606138502	-1.7366348579505866	-2.022431603562561	-2.3976545191129346	-2.9145049026362426	-3.678780699714771	-4.906953145091638	-5.811546194045662	-4.732367667716207	-4.093985487691566	-3.8122991597411313	-3.684870051775311	-3.623758586247501	-3.592461721822831	-3.5753816088898707	-3.5655018015442446	-3.5594817976078037	-3.555640906129985	-3.553089023467536	-3.551332174690813	-3.550084367599721	-3.549173572481616	-3.54849267689403	-3.54797287575561	-3.547568705813343	-3.547249348074069	-3.546993418952698	-3.5467857638742575	-3.546615433061449	-3.546474373721282	-3.5463565668320816	-3.546257446104073	-3.546173499662038	-3.5461019923682504	-3.5460407691932403	-3.545988113940187	-3.5459426463560075	-3.545903246244733	-3.545868996829668	-3.5458391420093203	-3.5458130537597166	-3.545790207028258	-3.545770160216549	-3.5457525398735994	-3.545737028590355	-3.545723355349747	-3.545711287775907	-3.545700625863987	-3.5456911968731246	-3.5456828511395915	-3.545675458623352	-3.5456689060427435	-3.5456630944840266	-3.545657937396634	-3.5456533589037655	-3.5456492923718184	-3.5456456791941147	-3.5456424677523213	-3.545639612526536	-3.5456370733296962	-3.5456348146473204
-1.4720896713749088	-1.6874256437576607	-1.9592713626305465	-2.3134428425299363	-2.795921762389549	-3.4976341188051143	-4.61304769945025	-5.865677301051984	-4.930432146635859	-4.183747897898135	-3.851984055226671	-3.703266155274588	-3.6328474152002816	-3.59725512918138	-3.5780689917205084	-3.5670940111473617	-3.5604726456665263	-3.5562848592986684	-3.5535238089689685	-3.5516357348247163	-3.550302626219367	-3.549334591582854	-3.5486141775640223	-3.5480663869935745	-3.547641933300894	-3.547307569837504	-3.5470403316856345	-3.5468240098927057	-3.5466469364444095	-3.5465005595765247	-3.5463785072843996	-3.5462759593681543	-3.5461892184614783	-3.5461154119626626	-3.5460522816048	-3.5459980326910414	-3.5459512245837623	-3.545910690132619	-3.545875475678528	-3.54584479587324	-3.545817999293908	-3.5457945420110915	-3.5457739670781905	-3.5457558884733564	-3.5457399784206145	-3.545725957298474	-3.5457135855466593	-3.5457026571279546	-3.5456929942100457	-3.545684442811204	-3.545676869212856	-3.5456701569866778	-3.5456642045168976	-3.5456589229246926	-3.5456542343205246	-3.545650070325685	-3.545646370816465	-3.545643082852442	-3.545640159758874	-3.5456375603381454	-3.5456352481895723
-1.4343066181604058	-1.6404464175969433	-1.8993446915499093	-2.2342352574658446	-2.6857884761655555	-3.33254625404397	-4.343356245892109	-5.755978038446721	-5.154381744371021	-4.289633181552403	-3.8985737448524347	-3.7246157665234016	-3.643257464608781	-3.602675362460601	-3.581072218415768	-3.568854673179298	-3.561558125810952	-3.5569845242923357	-3.5539928014512574	-3.551961103992187	-3.550535266273045	-3.5495053850571865	-3.5487425038705642	-3.5481647820829694	-3.547718732514497	-3.5473684556333347	-3.5470892669617378	-3.546863816163202	-3.546679660925894	-3.546527713610989	-3.5464012244490597	-3.546295102383115	-3.5462054527673117	-3.5461292572058385	-3.5460641482211646	-3.54600824827443	-3.54596005314673	-3.5459183463515616	-3.5458821355528056	-3.5458506047889458	-3.5458230781873814	-3.545798992125995	-3.5457778736710517	-3.545759323725158	-3.5457430037436173	-3.5457286251782114	-3.5457159410237473	-3.5457047389987455	-3.545694836005903	-3.5456860736024147	-3.545678314272678	-3.5456714383428616	-3.545665341412431	-3.545659932204532	-3.545655130757874	-3.545650866898629	-3.5456470789431993	-3.5456437125924274	-3.545640719985371	-3.5456380588865732	-3.5456356919857663
-1.3980460347516144	-1.5955506920241376	-1.8424060644392366	-2.1595853424578526	-2.5831999285045386	-3.181451946176466	-4.099036432377706	-5.516628243748973	-5.39617298095314	-4.414400567765308	-3.953365946557001	-3.749455958271875	-3.655212378780641	-3.608819691979732	-3.5844359997675723	-3.5708055309365783	-3.562749392125338	-3.557745911390536	-3.55449938765499	-3.5523102694317923	-3.550783497309103	-3.5496867138927835	-3.548878149165674	-3.5482683896823786	-3.547799327874002	-3.5474321621900615	-3.5471403365042455	-3.5469052638346605	-3.546713666468213	-3.5465558808357263	-3.5464247526064883	-3.5463149016070323	-3.5462222232523426	-3.546143544434065	-3.5460763820871755	-3.5460187712076383	-3.5459691405999965	-3.5459262219176737	-3.5458889822500326	-3.545856573580399	-3.545828294479678	-3.545803560775527	-3.545781882876556	-3.545762848081142	-3.545746106655579	-3.5457313607882446	-3.545718355757407	-3.545706872816541	-3.545696723422839	-3.5456877445238644	-3.5456797946839362	-3.5456727508812853	-3.54566650584486	-3.545660965827642	-3.545656048735697	-3.5456516825481956	-3.545647803977589	-3.5456443573282135	-3.545641293520473	-3.5456385692531405	-3.545636146282135
-1.3632218943702386	-1.5526052317079433	-1.7882353749595659	-2.0890999242463284	-2.4873789311332	-3.0425978863079726	-3.8783708808877164	-5.216455601018146	-5.631949628599691	-4.561020481708986	-4.017898865116844	-3.7784283651287045	-3.668977888098795	-3.6158025227669617	-3.5882123289022347	-3.572971589805444	-3.564059139888672	-3.5585757968164997	-3.5550473532155547	-3.5526854352483075	-3.5510486514742956	-3.5498794109250285	-3.549021650258651	-3.5483775655350427	-3.5478839611610296	-3.5474988576172843	-3.547193659676284	-3.5469484392920245	-3.546749016691262	-3.5465851088622573	-3.5464491279162877	-3.546335384876533	-3.5462395516149265	-3.546158290756559	-3.5460889968372844	-3.5460296124628736	-3.5459784958533445	-3.545934324126437	-3.545896021789823	-3.545862707249625	-3.5458336523543124	-3.5458082514795155	-3.54578599767237	-3.545766464072961	-3.545749289318808	-3.545734165983158	-3.5457208313443216	-3.54570905996079	-3.5456986576563954	-3.545689456614653	-3.545681311352082	-3.545674095392814	-3.5456676985064406	-3.5456620244011834	-3.5456569887873486	-3.5456525177437213	-3.5456485463332315	-3.545645017424749	-3.5456418806865764	-3.5456390917229217	-3.545636611331045
