error as a function of alpha_bar(-5,-2,1), sigma(-2), w(0,0.5,0.001), eta = 10^-5
-0.24776622447096303	-0.24776622447096303	-0.24776622447096303	-0.24776622447096303
-0.24999504588527297	-0.25001597179513907	-0.25001753639399665	-0.2500176924792565
-0.25217655265719374	-0.2522681927347259	-0.25227135570390785	-0.25227166821625363
-0.25415007696930886	-0.25452286119944584	-0.2545276878878959	-0.25452815720649197
-0.25558169266658376	-0.2567799494907745	-0.25678653845103633	-0.25678716499254706
-0.2564164077023057	-0.25903942749173586	-0.2590479129163463	-0.25904869713511336
-0.2569712360113956	-0.2613012617897064	-0.26131181682485327	-0.2613127592130812
-0.2574267990212145	-0.2635654147085018	-0.26357825573566285	-0.26357935682361333
-0.2578267411500896	-0.2658318432232027	-0.2658472352260265	-0.2658484955822268
-0.25818009232836525	-0.2681004977281597	-0.26811876089141146	-0.26812018112286923
-0.2584944010284092	-0.27037132062491315	-0.27039283834556793	-0.2703944190980015
-0.2587785936573365	-0.27264424469076753	-0.2726694732206006	-0.2726712151786738
-0.25903951690147703	-0.2749191911843571	-0.27494867116703564	-0.27495057505460996
-0.25928121617952327	-0.27719606763683435	-0.27723043785389306	-0.27723250443428604
-0.259506206271266	-0.2794747652687556	-0.27951477896875593	-0.2795170090450118
-0.25971654530213945	-0.2817551559646327	-0.28180170021784146	-0.2818040946330141
-0.25991412177827644	-0.2840370887245835	-0.2840912073260709	-0.2840937669635162
-0.2601005530620154	-0.2863203855032435	-0.2863833060371435	-0.28638603182082345
-0.26027712348552473	-0.28860483632715156	-0.2886780021136041	-0.28868089500840477
-0.26044485194165296	-0.29089019357319085	-0.2909753013369194	-0.29097836234897534
-0.26060459250735507	-0.29317616526982115	-0.2932752095075479	-0.29327843968458256
-0.2607570927593687	-0.2954624072670542	-0.2955777324450121	-0.2955811328766886
-0.2609030092832014	-0.2977485141057136	-0.2978828759879736	-0.2978864478062568
-0.2610429111570943	-0.30003400839949734	-0.3001906459943046	-0.30019439037383655
-0.2611772898263296	-0.3023183285320418	-0.3025010483411623	-0.3025049664996472
-0.26130657433554777	-0.3046008144649349	-0.30481408892506306	-0.3048181821236679
-0.26143114469720363	-0.30688069145636	-0.3071297736619562	-0.30713404320572046
-0.2615513402689007	-0.3091570515093051	-0.30944810848729837	-0.30945255572556013
-0.26166746472056335	-0.3114288324101771	-0.3117690993561308	-0.31177372568295997
-0.26177979009623326	-0.3136947942925556	-0.31409275224314975	-0.3140975590978009
