c_k^s/C^s of alpha = 10, lambda=10, eta(-6,-3,1), k=1:1:1000
0.9999947500109375	0.9999475010937424	0.9994751093674521	0.9947609299437172
5.249969812572515e-6	0.00005249698132251486	0.000524698197508037	0.005219884939734649
1.9249879687826047e-11	1.924879690760425e-9	1.9237972010027522e-7	0.000019130013105807477
5.5343376430811664e-17	5.5340014409290154e-14	5.5306404208618685e-11	5.4971302028182394e-8
1.328240370219295e-22	1.3281537050544387e-18	1.3272873366400167e-14	1.31865192271502e-10
2.7671660543738377e-28	2.766973050664827e-23	2.765043699148411e-18	2.7458185963581124e-13
5.139020102898503e-34	5.138638543756246e-28	5.134824414340617e-22	5.096828978747121e-16
8.67209208759518e-40	8.671409185542739e-33	8.664582970051288e-26	8.5966006013351e-19
1.3489914280190919e-45	1.3488791289110035e-37	1.3477566297320473e-29	1.3365806920838623e-21
1.956036592609387e-51	1.9558649575961672e-42	1.9541494056411863e-33	1.9370734667882064e-24
2.667321292624881e-57	2.667075243164012e-47	2.664615958712773e-37	2.640143746474317e-27
3.4452882803296647e-63	3.444954964312027e-52	3.441623532160724e-41	3.408481431813419e-30
4.240352686383244e-69	4.2399233718440976e-57	4.235632565646455e-45	4.192957591128644e-33
4.997556024459383e-75	4.997027560249885e-62	4.991745936500782e-49	4.939230402914445e-36
5.663893995773636e-81	5.66326958526861e-67	5.657029209907058e-53	5.5949969581572926e-39
6.1948809604369345e-87	6.194170138036852e-72	6.187066345018593e-57	6.116469688140468e-42
6.5592824431743556e-93	6.558500294831664e-77	6.550683889942838e-61	6.473025509981976e-45
6.741481362521851e-99	6.740647155341211e-82	6.732310715794348e-65	6.649507020637823e-48
6.741477991782855e-105	6.74061345227395e-87	6.731974117088493e-69	6.646183928673485e-51
6.5729377555194055e-111	6.572065255640823e-92	6.56334659683144e-73	6.476790934989154e-54
6.2599375895734976e-117	6.259078471884614e-97	6.25049375800871e-77	6.165289674200189e-57
5.833120746451294e-123	5.832293960059044e-102	5.824032527427199e-81	5.74205798560283e-60
5.325890192510433e-129	5.325111337975482e-107	5.317329049894079e-85	5.240128531284767e-63
4.77110757857014e-135	4.770388388327761e-112	4.763202447074425e-89	4.691935841355259e-66
4.1985725698554386e-141	4.197920792124468e-117	4.191408582996344e-93	4.1268401203324623e-69
3.6333782918395996e-147	3.632797906118182e-122	3.6269991545583386e-97	3.5695191906923613e-72
3.095098478832641e-153	3.09459015077955e-127	3.089511470902077e-101	3.039181941841091e-75
2.597670638756362e-159	2.597232318956956e-132	2.5928531989900076e-105	2.549467253275706e-78
2.149795315797262e-165	2.149422896160241e-137	2.1457022588787864e-109	2.108849508990917e-81
1.7556652967351156e-171	1.7553532550979214e-142	1.7522358996226948e-113	1.721366415801348e-84
1.4158584023410536e-177	1.4156003857867175e-147	1.413022816296842e-117	1.3875049699354741e-87
1.1282616002347269e-183	1.1280509171692046e-152	1.1259462594235748e-121	1.1051154651847388e-90
8.889329375366493e-190	8.887629454701005e-158	8.870648208502588e-126	8.702619022247422e-94
6.928444431284022e-196	6.92708832189888e-163	6.913541897179218e-130	6.779533882751468e-97
5.344797317449015e-202	5.343727129686345e-168	5.333037097397669e-134	5.227312481881621e-100
4.082829242747821e-208	4.081993369654665e-173	4.0736441005293046e-138	3.991090378470336e-103
3.0897070712799504e-214	3.0890606182193585e-178	3.082603567519476e-142	3.018775223122747e-106
2.3172791448203906e-220	2.31678387974512e-183	2.311837083785418e-146	2.262949942370875e-109
1.7231041435707824e-226	1.7227281174519376e-188	1.7189723957334728e-150	1.6818654346866409e-112
1.2707886704891169e-232	1.2705056340926335e-193	1.2676787579155404e-154	1.2397558801413269e-115
9.298449037281215e-239	9.29633620680165e-199	9.275234466926947e-159	9.066851063307322e-119
6.7524417579952414e-245	6.750877062458744e-204	6.735250171807408e-163	6.580970406008266e-122
4.8680369729083156e-251	4.86688703617461e-209	4.855402702563236e-167	4.742049500511517e-125
3.485070181251544e-257	3.4842312524687434e-214	3.475853142132483e-171	3.3931797570785696e-128
2.478270889754542e-263	2.4776631689952615e-219	2.4715942102503644e-175	2.4117219662727357e-131
