a=0.0001, sigma_optimal; eta=0.0001, 0.00001, 0.000001
0.9360551680516278	0.936055168051628	0.9360551680516278
0.058552547429460346	0.058552547429460367	0.058552547429460346
0.004882985755476878	0.004882985755476881	0.004882985755476878
0.0004581030332251872	0.00045810303322518764	0.0004581030332251872
0.00004584187400136354	0.00004584187400136359	0.00004584187400136354
4.778438304767e-6	4.778438304767006e-6	4.778438304767e-6
5.123198278936187e-7	5.123198278936195e-7	5.123198278936187e-7
5.607239678787412e-8	5.607239678787422e-8	5.607239678787412e-8
6.234404110715697e-9	6.234404110715709e-9	6.234404110715697e-9
7.018343247274198e-10	7.018343247274213e-10	7.018343247274198e-10
7.980646967650215e-11	7.980646967650234e-11	7.980646967650215e-11
9.150502197708381e-12	9.150502197708407e-12	9.150502197708381e-12
1.0565195949400025e-12	1.0565195949400055e-12	1.0565195949400025e-12
1.2271200406396708e-13	1.2271200406396746e-13	1.2271200406396708e-13
1.432575515356703e-14	1.4325755153567074e-14	1.432575515356703e-14
1.6798947999937647e-15	1.6798947999937705e-15	1.6798947999937647e-15
1.977634684491342e-16	1.9776346844913493e-16	1.977634684491342e-16
2.336227278007197e-17	2.3362272780072066e-17	2.336227278007197e-17
2.7683838990101216e-18	2.7683838990101328e-18	2.7683838990101216e-18
3.2895916158380337e-19	3.289591615838048e-19	3.2895916158380337e-19
3.918722626949686e-20	3.918722626949704e-20	3.918722626949686e-20
4.678781555546305e-21	4.6787815555463275e-21	4.678781555546305e-21
5.597821640230984e-22	5.597821640231014e-22	5.597821640230984e-22
6.710068011277788e-23	6.710068011277824e-23	6.710068011277788e-23
8.057295077092461e-24	8.057295077092507e-24	8.057295077092461e-24
9.690515899903578e-25	9.690515899903635e-25	9.690515899903578e-25
1.1672054792022002e-25	1.167205479202207e-25	1.1672054792022002e-25
1.4078090801187742e-26	1.4078090801187828e-26	1.4078090801187742e-26
1.7001779998130887e-27	1.7001779998130994e-27	1.7001779998130887e-27
2.055708942219403e-28	2.0557089422194166e-28	2.055708942219403e-28
2.4883506280549845e-29	2.4883506280550013e-29	2.4883506280549845e-29
3.015182388952085e-30	3.0151823889521068e-30	3.015182388952085e-30
3.657125256741919e-31	3.657125256741946e-31	3.657125256741919e-31
4.4398161305337835e-32	4.4398161305338164e-32	4.4398161305337835e-32
5.394682711008733e-33	5.394682711008775e-33	5.394682711008733e-33
6.560265658805392e-34	6.560265658805443e-34	6.560265658805392e-34
7.983845251984348e-35	7.983845251984411e-35	7.983845251984348e-35
9.723443168237283e-36	9.723443168237363e-36	9.723443168237283e-36
1.1850286496392266e-36	1.1850286496392366e-36	1.1850286496392266e-36
1.4451841425138095e-37	1.4451841425138222e-37	1.4451841425138095e-37
1.7635549175003314e-38	1.7635549175003476e-38	1.7635549175003314e-38
2.153342775795793e-39	2.153342775795813e-39	2.153342775795793e-39
2.630774145932486e-40	2.6307741459325104e-40	2.630774145932486e-40
3.2157987260256245e-41	3.215798726025655e-41	3.2157987260256245e-41
3.9329505884869664e-42	3.9329505884870046e-42	3.9329505884869664e-42
4.812409739793659e-43	4.81240973979371e-43	4.812409739793659e-43
