Q=10^13, a=0.001, sigma=0.08, w=0.1,0.2,0,4,0.6,0.8,1; eta=1
100000	1.179953561646957e41941	7.04265122715636e42995	3.538304957292073e42995	2.360810813400632e42995	1.771741094792772e42995	1.41811840370911e42995
150000	9.82774045318253e63125	1.654039522342819e64710	8.3263550593977e64709	5.555872822255159e64709	4.169805765278621e64709	3.337702510921193e64709
200000	9.20862946367103e84310	4.917520093149585e86424	2.48023835167048e86424	1.655057544874488e86424	1.242207023327558e86424	9.94350879624535e86423
250000	9.2037555645679e105495	1.663606160926807e108139	8.406780018572199e108138	5.610049178880348e108138	4.210765053593129e108138	3.370679498090007e108138
300000	9.58217184842389e126680	6.10719602948977e129853	3.092067394953605e129853	2.063479106626972e129853	1.548835937551721e129853	1.239854327186159e129853
350000	1.026118045880335e147866	2.372041974550436e151568	1.203246733807697e151568	8.030041206889598e151567	6.027433226142709e151567	4.825086391839349e151567
400000	1.121722865233908e169051	9.60124068451173e173282	4.879585821081433e173282	3.256539842007487e173282	2.444438342033255e173282	1.956853063666622e173282
450000	1.245699467567411e190236	4.01072113011274e194997	2.042207579179786e194997	1.362957937939422e194997	1.02308625279232e194997	8.190248182144369e194996
500000	1.400670723912896e211421	1.717578177166288e216712	8.762229056382322e216711	5.847972776499872e216711	4.38976724022594e216711	3.514239777524801e216711
550000	1.590829602077733e232606	7.504941950427608e238426	3.83588150558123e238426	2.560137643013823e238426	1.921786840199866e238426	1.538507831835073e238426
600000	1.821861820949852e253791	3.334205130045572e260141	1.707376008787895e260141	1.139551757118634e260141	8.554235520572106e260140	6.848254606143139e260140
650000	2.101036973078003e274976	1.502087224970583e281856	7.706379804612126e281855	5.143532606320781e281855	3.861121549275908e281855	3.091121180520517e281855
700000	2.437414624128943e296161	6.847894220859965e303570	3.519898816726872e303570	2.349346176870294e303570	1.763613689667697e303570	1.411918389385263e303570
750000	2.842147575287488e317346	3.154027488612271e325285	1.624261870810045e325285	1.084122194845936e325285	8.138396477744305e325284	6.5155083572871e325284
800000	3.328881768310843e338531	1.465703259936998e347000	7.562296268843365e346999	5.047552900392796e346999	3.789181252979321e346999	3.033597494061432e346999
850000	3.914262400298282e359716	6.86481692700984e368714	3.548569604870092e368714	2.368564531042878e368714	1.778088524259456e368714	1.423537399035689e368714
900000	4.618563202151351e380901	3.237613612142477e390429	1.676740416732963e390429	1.119185716720337e390429	8.401827567040159e390428	6.726544578552823e390428
950000	5.466462438941887e402086	1.53641388737524e412144	7.971962258265428e412143	5.321153083458554e412143	3.994667348099526e412143	3.198169588734512e412143
