Q=10^13, a=0.001, sigma=0.08, w=0.1,0.2,0,4,0.6,0.8,1; eta=1
9901000	0.	0.00034685155788907567	0.000251694330734098	0.0001680721509429457	0.00012621530092407065	0.00010107551950079987
14901000	0.	0.00012689678814821088	0.00011105729375506356	0.00007416536344717621	0.00005569831235442708	0.00004460625238484666
19901000	0.	0.00005896218411453191	0.00006223699094951876	0.000041564741613947516	0.00003121644510729666	0.000025000638920347603
24901000	0.	0.000031214969169705016	0.000039739805250284455	0.00002654114352415155	0.00001993386486499193	0.000015965039172745096
29901000	0.	0.00001794388537354609	0.000027553345806429704	0.000018402738078550247	0.000013821824107118129	0.000011070128700860367
34901000	0.	0.00001091730367218015	0.000020219670767405484	0.000013504987585237816	0.000010143467280417508	8.124211147009635e-6
39901000	0.	6.923646805034038e-6	0.00001546675405611259	0.000010330698527543682	7.759433353005774e-6	6.2148583885699564e-6
44901000	0.	4.532184932529694e-6	0.00001221184972902901	8.156824744632968e-6	6.126727599956194e-6	4.907219657407442e-6
49901000	0.	3.0417443529967507e-6	9.885746285084351e-6	6.603243973917012e-6	4.959879810266342e-6	3.972676249846508e-6
54901000	0.	2.083078441945017e-6	8.165977679132448e-6	5.454607341941484e-6	4.097161299824938e-6	3.2817061461441975e-6
59901000	0.	1.450526162220109e-6	6.858773494483538e-6	4.581508957581403e-6	3.441385836453039e-6	2.7564759087174e-6
64901000	0.	1.0242845949774929e-6	5.8420070212092215e-6	3.902387454103566e-6	2.931298523800914e-6	2.347927875407165e-6
69901000	0.	7.319612398760246e-7	5.035609127885459e-6	3.363768475858887e-6	2.526738134380558e-6	2.023897524388769e-6
74901000	0.	5.284604779348385e-7	4.3853138319111746e-6	2.929409842147484e-6	2.200485151880867e-6	1.7625849614078326e-6
79901000	0.	3.8496159437907434e-7	3.853287140112866e-6	2.5740433581191375e-6	1.9335618197524127e-6	1.5487909347932968e-6
84901000	0.	2.826385083659403e-7	3.4124988808901767e-6	2.2796161531126806e-6	1.7124093515116272e-6	1.3716561516495368e-6
89901000	0.	2.089603468520129e-7	3.04322151577096e-6	2.0329524791927757e-6	1.5271318808744963e-6	1.2232549157264354e-6
94901000	0.	1.5544905346754528e-7	2.7307845510714423e-6	1.824254019623995e-6	1.3703701603724821e-6	1.0976930913647099e-6
