a=0.1, lambda=100; eta=1,0.001,0.0001,0.00001,0.000001
3.993363440557876e-6	2.920395893578651e-411	2.26461865821013e-714	9.08647401532745e-1023	1.044442795147091e-1331
3.1938167705462218e-6	1.706953375533533e-424	2.051197053344409e-737	8.607903301373965e-1056	9.93894842362163e-1375
2.556350516515179e-6	9.98483366173799e-438	1.859340514850685e-760	8.160910521168615e-1089	9.46532349445236e-1418
2.0476220675025893e-6	5.844925818867177e-451	1.686667493881824e-783	7.742814353323156e-1122	9.02089192103075e-1461
1.641268760059525e-6	3.423873225163696e-464	1.531089296273901e-806	7.351222699783839e-1155	8.603278871716646e-1504
1.3164160826569642e-6	2.006965570840126e-477	1.390769442733138e-829	6.983994473822375e-1188	8.210358032560853e-1547
1.0565126295511416e-6	1.177145660975453e-490	1.264089421558116e-852	6.639207342175799e-1221	7.840219627365669e-1590
8.484181480988117e-7	6.908348423606556e-504	1.149619699578916e-875	6.31513035945556e-1254	7.491143295568413e-1633
6.816881888937224e-7	4.056568585180453e-517	1.046095081625278e-898	6.010200644950037e-1287	7.161574983071527e-1676
5.480118789942295e-7	2.383262044727843e-530	9.52393684447669e-922	5.723003417342376e-1320	6.850107165702061e-1719
4.407692435004864e-7	1.400883036799695e-543	8.675189292543608e-945	5.452254832797176e-1353	6.555461854234158e-1762
3.5468207147642495e-7	8.238318930147226e-557	7.905840665610283e-968	5.196787174605636e-1386	6.276475932092379e-1805
2.855381301231347e-7	4.846991364761547e-570	7.207988343719683e-991	4.955536024319149e-1419	6.012088458136985e-1848
2.2997300178891528e-7	2.852947363912819e-583	6.574579207382253e-1014	4.727529109715378e-1452	5.761329631973907e-1891
1.852972705122911e-7	1.679943584009054e-596	5.999309582044528e-1037	4.511876577584947e-1485	5.523311171564881e-1934
1.4935945811444442e-7	9.89617063377871e-610	5.476538234291894e-1060	4.307762481916885e-1518	5.297217895245769e-1977
1.2043718562620166e-7	5.831816016812496e-623	5.001210525544228e-1083	4.114437312694258e-1551	5.082300334677785e-2020
9.715065162161618e-8	3.437935338647951e-636	4.568792134255787e-1106	3.931211418806495e-1584	4.8778682333709e-2063
7.839377966613433e-8	2.027413623497636e-649	4.17521100864224e-1129	3.757449201812291e-1617	4.683284808492689e-2106
6.32793727442099e-8	1.196001411954271e-662	3.816806419255535e-1152	3.592563976435211e-1650	4.497961672694769e-2149
5.109538472931423e-8	7.057647618246295e-676	3.490284152632799e-1175	3.436013409527824e-1683	4.32135432843295e-2192
4.1270025053867156e-8	4.166024310177901e-689	3.192677030362821e-1198	3.287295462417964e-1716	4.152958160341054e-2235
3.334388928576256e-8	2.4598696427117e-702	2.921310057511012e-1221	3.14594477254779e-1749	3.992304862134818e-2278
2.6947683621105023e-8	1.452867630109549e-715	2.673769604648364e-1244	3.011529419525781e-1782	3.838959243663939e-2321
2.1784407321134184e-8	8.583395556205105e-729	2.44787611213793e-1267	2.883648028454442e-1815	3.692516371411803e-2364
1.761509093866991e-8	5.072324598967108e-742	2.24165987660367e-1290	2.761927169924568e-1848	3.552599002220989e-2407
1.4247373114236064e-8	2.998235324614436e-755	2.05333953986828e-1313	2.646019021592961e-1881	3.418855275503005e-2450
1.1526345178888375e-8	1.772683940531896e-768	1.881302951926806e-1336	2.535599260949389e-1914	3.290956633841669e-2493
9.327208923710588e-9	1.048335189723216e-781	1.7240901232122e-1359	2.430365162872715e-1947	3.168595945859366e-2536
7.54938507110638e-9	6.201101037384787e-795	1.580378018733664e-1382	2.330033878985455e-1980	3.051485808596271e-2579
6.111783226703251e-9	3.66888367336708e-808	1.448966978641374e-1405	2.234340878736655e-2013	2.939357009546159e-2622
4.949002349496257e-9	2.171163004074963e-821	1.328768577227838e-1428	2.14303853465046e-2046	2.831957130978605e-2665
4.0082771614834805e-9	1.285112904562186e-834	1.218794756012903e-1451	2.055894836336607e-2079	2.729049281315354e-2708
3.2470228802380082e-9	7.608125354825083e-848	1.118148086955225e-1474	1.972692219723088e-2112	2.630410940175685e-2751
2.630860137383995e-9	4.505041972791983e-861	1.026013039470924e-1497	1.893226499583309e-2145	2.535832905301517e-2794
2.1320254766075254e-9	2.668100850313467e-874	9.41648140227838e-1521	1.817305894829054e-2178	2.445118330959294e-2837
1.7280916215161711e-9	1.580466832148379e-887	8.643789279589747e-1544	1.744750137256639e-2211	2.358081848617956e-2880
