k=1:300:1   Q=10^13, a=0.0001, sigma=0.0008, w=0.1,0.2,0,4,0.6,0.8,1; eta=1
1.5994850618224022e9	1.5365892152932017e9	1.394335554994676e9	1.2419910287403808e9	1.1092590703206081e9	9.995005080447388e8
6.39921983500224e8	5.90570960832069e8	4.8626068192316866e8	3.8578891465589535e8	3.0772420647616327e8	2.4983244427060407e8
3.413258536879403e8	3.066424893181843e8	2.3813637306722325e8	1.7892924903408694e8	1.380846227366703e8	1.1099941431573115e8
2.0480916523613143e8	1.8140894294450644e8	1.3716576467921942e8	1.0121737523875031e8	7.765281985040078e7	6.24162386633256e7
1.3108441963751195e8	1.1586289560352822e8	8.741642487577493e7	6.4568161478695415e7	4.963116588443124e7	3.9933000494910866e7
8.739310867159839e7	7.795667813862872e7	5.976422101260995e7	4.459447796273587e7	3.441571719172953e7	2.7721951953720383e7
5.99287006427113e7	5.4515990591475226e7	4.3020555382176355e7	3.2566688504078787e7	2.524772476368481e7	2.0360319785997983e7
4.195128902170265e7	3.929129472053389e7	3.2205899196154583e7	2.4780840729969893e7	1.930175052895432e7	1.558314337754654e7
2.9832773547889788e7	2.901865234134848e7	2.4859689215254385e7	1.945908233766653e7	1.5228247190235043e7	1.2308478899304656e7
2.1480074277726796e7	2.187046241434338e7	1.96645590861872e7	1.5664443631065777e7	1.2316666602382837e7	9.966525139853084e6
1.5622184638604889e7	1.6767400766177801e7	1.5868394468045803e7	1.2865783585233359e7	1.0164032775974149e7	8.2340359167267205e6
1.1456477030169092e7	1.3044393855224352e7	1.3018479100884594e7	1.0743987616273647e7	8.527999580101607e6	6.916557548109611e6
8.46030865539685e6	1.0277030058807017e7	1.0829979320125198e7	9.098034596195258e6	7.255731227119005e6	5.891422113693585e6
6.284897404348629e6	8.186343294712716e6	9.116839932100993e6	7.796227052132468e6	6.2469789795936905e6	5.078145289540336e6
4.692790433905618e6	6.584233522122747e6	7.753567146355214e6	6.749386062059719e6	5.433777080278362e6	4.422145531821029e6
3.5196397531482945e6	5.341007749648614e6	6.653140798460541e6	5.89539682915876e6	4.768728373499286e6	3.8853481339860195e6
2.650114822369844e6	4.365460291779551e6	5.753749671740585e6	5.189928425249482e6	4.217964493383776e6	3.44053844212746e6
2.0023325333724672e6	3.5923101115728924e6	5.010553319268723e6	4.6006626350949155e6	3.7567643975646934e6	3.0678463184239874e6
1.517574150118484e6	2.974085184534469e6	4.390411865897395e6	4.1035938299908736e6	3.366743044426542e6	2.7524900680241087e6
1.1533684946225414e6	2.475766009883097e6	3.8684248486354644e6	3.6805925020794705e6	3.0339986448907414e6	2.483289329994871e6
878765.73580707	2.071181223255741e6	3.4256043520152695e6	3.3177624252119013e6	2.74786239954241e6	2.25166135951112e6
671063.8619681565	1.74053925890612e6	3.047277614689199e6	3.0043093215873037e6	2.500036810639703e6	2.050929126526751e6
513514.40609720885	1.4687106707537079e6	2.7219695628349534e6	2.7317468847819325e6	2.2839904517148198e6	1.8758352459682175e6
393697.80141651205	1.2440150959229385e6	2.4406076736404314e6	2.493329960840109e6	2.0945255425935935e6	1.7221946236257127e6
302362.43113789556	1.0573528956431278e6	2.1959473630258637e6	2.283643578342399e6	1.9274641657031411e6	1.5866423544581945e6
232588.34617033065	901575.6879800735	1.9821508575860583e6	2.0983007391541577e6	1.7794173350722366e6	1.4664481510650313e6
179180.54867494904	771024.7162723385	1.7944745427066742e6	1.9337172970503618e6	1.6476128310096117e6	1.359377968413945e6
138226.0185736776	661188.6294034062	1.6290340792770602e6	1.7869422583455455e6	1.5297653136184735e6	1.263589589424166e6
106768.44593277169	568447.2261758152	1.4826260071611877e6	1.6555284530643218e6	1.423977254609744e6	1.177554059603302e6
82568.16761537579	489877.76806368824	1.3525908756221326e6	1.5374329624665687e6	1.328662606608544e6	1.0999888524970643e6
63924.16882488823	423107.30187317374	1.2367072458495083e6	1.4309397776766839e6	1.2424875810127382e6	1.029821016916971e6
49541.55045752486	366199.1427873534	1.1331088838913993e6	1.3345990964622006e6	1.1643233494281238e6	966138.8062111783
38432.473281634986	317564.94962399016	1.0402195427641112e6	1.2471794247623943e6	1.0932106442543727e6	908167.4822344022
29841.865993455416	275896.136047142	956701.2062067873	1.1676293626964819e6	1.028328951912551e6	855244.5925873772
23191.52941936637	240110.0073878282	881412.7223863576	1.095047028220121e6	968973.6625445777	806800.9960704973
18037.95928757741	209307.1960662032	813376.5204181087	1.0286553027746106e6	914536.8769718994	762345.5259340225
14040.435500766816	182737.8273097588	751751.6617628324	967781.748449679	864491.9156801598	721452.515188477
10936.819401855344	159774.4754875073	695811.8913432908	911842.186322127	818380.6461116349	683751.5894890113
8525.155376666842	139890.43541926236	644927.6608552067	860327.1981262432	775803.0572955324	648919.2684974849
6649.655294071645	122642.17827514968	598551.3274172444	812790.9719481028	736408.6377385816	616672.0186039318
5190.00081326682	107655.1204867405	556204.9057541565	768842.038563831	699889.2088168117	586760.477306066
4053.1632634838497	94612.02947533988	517469.8852464998	728135.5412884604	665972.9395655844	558964.6287549675
3167.1380035351494	83243.53850397377	481978.72559391137	690366.7562824166	634419.3254885303	533089.7555790112
2476.1375922262555	73320.35655201785	449407.72396601026	655265.6376635877	605014.9579821393	508963.02745794813
1936.8986538620302	64646.846531708004	419471.0080811192	622592.2065327911	577569.945282914	486430.61451037833
